,blockNumber,erc20CoinTotalSupply,globalDebt,marketPriceEth,marketPriceUsd,redemptionPrice,redemptionRate,timestamp,redemptionPriceActual,redemptionRateActual,activeLiquidations,currentFsmUpdate,currentMedianizerUpdate,debtCeiling,liquidationsStarted,totalAnnualizedStabilityFee,totalCollateral,Eth_price
175,11908599,25580668.184260987,25631491.030529246,0.0018845503319030216,3.2240887078196896,"{'block': '11908466', 'id': '0x74f1bc14f8ab7c80bbb9923e6dde046fa62be365dafb4515c2dd85205e369789-208', 'value': '3.12464710056671103315590441'}",{'hourlyRate': '0.999945020374679093376468317'},1614020400,3.124647100566711,0.9999450203746791,0,{'value': '1756.75546634'},{'value': '1710.8'},31826589.89762354621307805829533,22,1.019999999999999999972831879,105447.223657007328356241,1756.75546634
176,11908934,26927364.41923884,26978256.21974826,0.0018246000628016688,3.165453641307668,"{'block': '11908916', 'id': '0xfc16a0cebe4d77388732f3f3410a908b3fcd5aeeadb59b007fd5f2c13daf07c4-206', 'value': '3.124349811063868059261345323'}",{'hourlyRate': '0.999945020374679093376468317'},1614024875,3.124349811063868,0.9999450203746791,0,{'value': '1710.8'},{'value': '1734.87533287'},31826589.89762354621307805829533,22,1.019999999999999999972831879,111508.123657007328356241,1710.8
177,11909147,26980864.41923884,27031820.74062067,0.0018143317613793359,3.222797507738114,"{'block': '11908916', 'id': '0xfc16a0cebe4d77388732f3f3410a908b3fcd5aeeadb59b007fd5f2c13daf07c4-206', 'value': '3.124349811063868059261345323'}",{'hourlyRate': '0.999945020374679093376468317'},1614027652,3.124349811063868,0.9999450203746791,0,{'value': '1710.8'},{'value': '1776.3'},31826589.89762354621307805829533,22,1.019999999999999999972831879,111668.823657007328356241,1710.8
178,11909455,27142410.55908044,27193433.16091478,0.0018112350832940344,3.250518572167884,"{'block': '11909324', 'id': '0x7a05c4d3b12aba8597e2537a112edaf93e30aaea06cac45e04e9ec3b51dd85e9-266', 'value': '3.12409062442274310344894062'}",{'hourlyRate': '0.999902710235838171330654121'},1614031736,3.124090624422743,0.9999027102358382,0,{'value': '1734.87533287'},{'value': '1794.64201094'},31826589.89762354621307805829533,22,1.019999999999999999972831879,112058.323657007328356241,1734.87533287
179,11909741,27139584.306828044,27190655.86231262,0.0018115000503429633,3.2268605200600913,"{'block': '11909498', 'id': '0x8677d8fb53100931dd06edfe45a402652a95228634b6f8a33d1a8f55deea1e02-152', 'value': '3.123898462072770332981577159'}",{'hourlyRate': '0.999902710235838171330654121'},1614035255,3.1238984620727703,0.9999027102358382,0,{'value': '1776.3'},{'value': '1781.31958619'},31826589.89762354621307805829533,22,1.019999999999999999972831879,112075.823657007328356241,1776.3
180,11910081,27393454.306828044,27444624.340415776,0.0018167505562523927,3.2390509973343025,"{'block': '11910022', 'id': '0x712b34319fe7087d904798112c57fa6496831847b65f677599d061f6fea88fcd-189', 'value': '3.123324747114135661363143037'}",{'hourlyRate': '0.999902710235838171330654121'},1614040065,3.1233247471141357,0.9999027102358382,0,{'value': '1781.31958619'},{'value': '1782.88152228'},31826589.89762354621307805829533,22,1.019999999999999999972831879,113839.729763520961600709,1781.31958619
181,11910222,27512954.306828044,27564155.26717943,0.0018148243557243142,3.2356168100045855,"{'block': '11910022', 'id': '0x712b34319fe7087d904798112c57fa6496831847b65f677599d061f6fea88fcd-189', 'value': '3.123324747114135661363143037'}",{'hourlyRate': '0.999902710235838171330654121'},1614042225,3.1233247471141357,0.9999027102358382,0,{'value': '1781.31958619'},{'value': '1782.88152228'},31826589.89762354621307805829533,22,1.019999999999999999972831879,113875.429763520961600709,1781.31958619
182,11910678,27688538.72210065,27739809.95138332,0.0018564991728730633,3.2175994295999804,"{'block': '11910516', 'id': '0xc2a9a7ed43f5787fa81e65ecb5e4c49f1e176f6526cffa40c0e1efe55f40896d-159', 'value': '3.12274465795452167766705036'}",{'hourlyRate': '0.999920526473223950795189078'},1614048342,3.1227446579545215,0.9999205264732239,0,{'value': '1782.88152228'},{'value': '1733.15424893'},31826589.89762354621307805829533,22,1.019999999999999999972831879,114762.429763520961600709,1782.88152228
183,11910821,27771427.343440004,27822763.74313449,0.001873295058465155,3.1371651465107955,"{'block': '11910793', 'id': '0x2a2cfc865bcb3fcb5d61f41f0d108badc941987d9a3246bc08eb660ab12ba47c-115', 'value': '3.122497309642339989054058018'}",{'hourlyRate': '0.999920526473223950795189078'},1614050156,3.12249730964234,0.9999205264732239,0,{'value': '1733.15424893'},{'value': '1674.67753269'},31826589.89762354621307805829533,22,1.019999999999999999972831879,114801.929763520961600709,1733.15424893
184,11911052,27758690.90706244,27810058.145282663,0.00187811419426319,3.149166981127164,"{'block': '11910793', 'id': '0x2a2cfc865bcb3fcb5d61f41f0d108badc941987d9a3246bc08eb660ab12ba47c-115', 'value': '3.122497309642339989054058018'}",{'hourlyRate': '0.999920526473223950795189078'},1614053339,3.12249730964234,0.9999205264732239,0,{'value': '1674.67753269'},{'value': '1676.77076865'},31826589.89762354621307805829533,22,1.019999999999999999972831879,114795.329763520961600709,1674.67753269
185,11911359,27558672.76095785,27610183.345632344,0.0019078180157313764,3.0398307485959672,"{'block': '11911342', 'id': '0xab87f016e0d4968258a0484d8420dd473b197632ec8855f702ebe35107b561d7-100', 'value': '3.121981374347469959647339365'}",{'hourlyRate': '0.999920526473223950795189078'},1614057481,3.12198137434747,0.9999205264732239,3,{'value': '1674.67753269'},{'value': '1593.35467195'},31826589.89762354621307805829533,26,1.019999999999999999972831879,115945.636695893662997148,1674.67753269
186,11911573,27482127.555080146,27550805.25624791,0.0019261732682782392,3.098314742174473,"{'block': '11911373', 'id': '0x2c586903bc4330f9f9c45c367fd3d4b41295ced40d1cd32990cd93641ba953bd-8', 'value': '3.121954907821772308744649521'}",{'hourlyRate': '0.999920526473223950795189078'},1614060468,3.121954907821772,0.9999205264732239,0,{'value': '1674.67753269'},{'value': '1608.53376651'},31826589.89762354621307805829533,26,1.019999999999999999972831879,117171.950789529849076344,1674.67753269
187,11911829,27540460.094901785,27609165.77842516,0.001918597877439359,3.066240960279116,"{'block': '11911583', 'id': '0x21192f33769a44296c58416c013ccde2f8a0953cd04054cf4291715acb989a8a-265', 'value': '3.121753435069466571884286365'}",{'hourlyRate': '0.999948994035529617776545556'},1614064088,3.1217534350694667,0.9999489940355296,0,{'value': '1676.77076865'},{'value': '1598.16759746'},31826589.89762354621307805829533,26,1.019999999999999999972831879,117687.787189529849076344,1676.77076865
188,11912093,27484338.17725656,27553097.271324344,0.0019367916267465548,3.0953176208981863,"{'block': '11911583', 'id': '0x21192f33769a44296c58416c013ccde2f8a0953cd04054cf4291715acb989a8a-265', 'value': '3.121753435069466571884286365'}",{'hourlyRate': '0.999948994035529617776545556'},1614067262,3.1217534350694667,0.9999489940355296,0,{'value': '1608.53376651'},{'value': '1598.16759746'},31826589.89762354621307805829533,26,1.019999999999999999972831879,117655.287189529849076344,1608.53376651
189,11912417,24348031.632911067,24451710.5139876,0.001982501761104215,3.022383409856209,"{'block': '11912146', 'id': '0x74e2e1a41eac61acaf1e4ce1a6a17a8d755c6975966f92a74f4345a513c2a477-21', 'value': '3.121430962480859694041934511'}",{'hourlyRate': '0.999948994035529617776545556'},1614071779,3.1214309624808596,0.9999489940355296,0,{'value': '1598.16759746'},{'value': '1524.53'},31826589.89762354621307805829533,32,1.019999999999999999972831879,113159.320092140692352531,1598.16759746
190,11912669,23143441.933191407,23247205.251529228,0.002051858028778137,3.1109070704097954,"{'block': '11912657', 'id': '0xdbb4e7948e75bf0fe1586aafef4c7375bc7d15ccea90132ac42738935f3668b5-222', 'value': '3.121116040952753363612509515'}",{'hourlyRate': '0.999948994035529617776545556'},1614075254,3.1211160409527534,0.9999489940355296,0,{'value': '1524.53'},{'value': '1516.14148093'},31826589.89762354621307805829533,32,1.019999999999999999972831879,107429.820092140692352531,1524.53
191,11912958,22215260.643298406,22501393.399601534,0.002143531662575222,3.1979509661770216,"{'block': '11912951', 'id': '0x42a14ffce279a78fdab702292067e672456a26db15201b5a2ad06c01506d2b19-95', 'value': '3.121115257773981190568206116'}",{'hourlyRate': '1.000002705708742042746317072'},1614079079,3.1211152577739814,1.000002705708742,0,{'value': '1454.05942958'},{'value': '1491.90750107'},31826589.89762354621307805829533,49,1.019999999999999999972831879,104912.96710063791170829,1454.05942958
192,11913226,21898441.82430672,22190403.622906227,0.0021872830442127298,3.263223980624196,"{'block': '11913209', 'id': '0x524aec8f3b37fa7bfc0414c9ceebd85eaed271108beb7fa9805070f8434559fa-171', 'value': '3.121123041090401946580254137'}",{'hourlyRate': '1.000002705708742042746317072'},1614082478,3.121123041090402,1.000002705708742,0,{'value': '1516.14148093'},{'value': '1491.90750107'},31826589.89762354621307805829533,50,1.019999999999999999972831879,104994.976330790770700396,1516.14148093
193,11913461,21922367.812489327,22214367.615112204,0.0021517906334798274,3.171715223179991,"{'block': '11913209', 'id': '0x524aec8f3b37fa7bfc0414c9ceebd85eaed271108beb7fa9805070f8434559fa-171', 'value': '3.121123041090401946580254137'}",{'hourlyRate': '1.000002705708742042746317072'},1614085407,3.121123041090402,1.000002705708742,0,{'value': '1516.14148093'},{'value': '1473.98876723'},31826589.89762354621307805829533,50,1.019999999999999999972831879,105257.831269159816099117,1516.14148093
194,11913823,21830992.92636104,22123069.842015777,0.0021112771199543684,3.300559688309993,"{'block': '11913768', 'id': '0x6065f62044c52c1e82415a95000326b313f1fea85ad8a1d7b0dbe7fced54ae03-90', 'value': '3.121139905009233150648101237'}",{'hourlyRate': '1.000002705708742042746317072'},1614090180,3.121139905009233,1.000002705708742,0,{'value': '1473.98876723'},{'value': '1563.30007895'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102560.555773607666951234,1473.98876723
195,11914078,21416293.277981024,21708369.22991257,0.0021117478173551156,3.3012955295937427,"{'block': '11914025', 'id': '0xa736bfca3fee2f80d2b7979a28a9b82ea23db9afe8ae859dfb53ff024f0cefef-190', 'value': '3.121127940395229026766909283'}",{'hourlyRate': '0.999994442998664458676237604'},1614093679,3.1211279403952292,0.9999944429986645,0,{'value': '1547.00067169'},{'value': '1563.30007895'},31826589.89762354621307805829533,50,1.019999999999999999972831879,101333.227773607666951234,1547.00067169
196,11914286,21649485.502586115,21941640.332407862,0.002052457275522195,3.2049828713238258,"{'block': '11914273', 'id': '0x226ef9a293fb9a581cc7f8c53c30426e1d5d65490c083584dcbbac192416a7a6-169', 'value': '3.121113698944965498868222187'}",{'hourlyRate': '0.999994442998664458676237604'},1614096170,3.1211136989449657,0.9999944429986645,0,{'value': '1547.00067169'},{'value': '1561.53451258'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102210.417585450509016039,1547.00067169
197,11914616,21654283.909011483,21946491.306171548,0.0020452167411234125,3.2235542499448675,"{'block': '11914612', 'id': '0x0d2b58ead571bf1400738856f6686a316dcf448343d70d0809dd907ad144282b-112', 'value': '3.121093565422329507855459857'}",{'hourlyRate': '0.999994442998664458676237604'},1614100210,3.1210935654223295,0.9999944429986645,0,{'value': '1561.53451258'},{'value': '1576.14309776'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102325.48459142222621867,1561.53451258
198,11914978,21503938.402479317,21796194.125238076,0.0020783865352306365,3.2026117382215022,"{'block': '11914905', 'id': '0x4a55b7b3ac634181c74096076c715e48bf38c1e028ed3bbb970024a79a4c0b1e-94', 'value': '3.121076216683475632141343995'}",{'hourlyRate': '0.999994442998664458676237604'},1614104750,3.1210762166834756,0.9999944429986645,0,{'value': '1576.14309776'},{'value': '1540.91247414'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102101.50459142222621867,1576.14309776
199,11915214,21483761.402479317,21776061.73535443,0.0020786880089833015,3.1696436272381625,"{'block': '11915180', 'id': '0x8715867a853f97c0c39ae49fa929a044006608ebb350552f4cd579ffc235ea5d-102', 'value': '3.121061730329501375169039128'}",{'hourlyRate': '0.999995812787504878589962554'},1614107764,3.1210617303295014,0.9999958127875049,0,{'value': '1540.91247414'},{'value': '1524.82893707'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102615.50459142222621867,1540.91247414
200,11915592,21453124.306958035,21745479.71882367,0.002122179398768866,3.0984023190417345,"{'block': '11915458', 'id': '0xe8b93a687ad52ae0d33ff9a1ecf3894e9af9f1c6ab4bc2ad7ad1cb681c5471d1-132', 'value': '3.121048552876483703862980453'}",{'hourlyRate': '0.999995812787504878589962554'},1614112919,3.1210485528764838,0.9999958127875049,0,{'value': '1524.82893707'},{'value': '1460.00961127'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102614.45480052483831935,1524.82893707
201,11915690,21469099.396174107,21761496.81947259,0.002120974246685137,3.2159415791541432,"{'block': '11915458', 'id': '0xe8b93a687ad52ae0d33ff9a1ecf3894e9af9f1c6ab4bc2ad7ad1cb681c5471d1-132', 'value': '3.121048552876483703862980453'}",{'hourlyRate': '0.999995812787504878589962554'},1614114234,3.1210485528764838,0.9999958127875049,0,{'value': '1524.82893707'},{'value': '1516.25677878'},31826589.89762354621307805829533,50,1.019999999999999999972831879,102606.95480052483831935,1524.82893707
202,11916005,21530280.012381334,21822721.074272733,0.0020675656843174785,3.181948415274745,"{'block': '11915721', 'id': '0x2255828281640b8bb687d30230f540dc495e807148f69263ab56e104adb95602-195', 'value': '3.121035622327908614651533478'}",{'hourlyRate': '0.999995812787504878589962554'},1614118142,3.1210356223279088,0.9999958127875049,0,{'value': '1460.00961127'},{'value': '1538.98298826'},31826589.89762354621307805829533,50,1.019999999999999999972831879,103359.48480052483831935,1460.00961127
203,11916411,21551894.480930887,21844406.568061505,0.0020622567831811833,3.194114044037726,"{'block': '11916264', 'id': '0x76f6ec7785fea771bd01b1d5b8e48959580b028b82b6528f25159f54190c06f4-176', 'value': '3.120916659185009904409635915'}",{'hourlyRate': '0.999936897156383129379323704'},1614123807,3.12091665918501,0.9999368971563831,0,{'value': '1538.98298826'},{'value': '1548.84399949'},31826589.89762354621307805829533,50,1.019999999999999999972831879,103490.27360052483831935,1538.98298826
204,11916586,21587327.400257897,21879891.247716617,0.00206264289283741,3.2207899089554752,"{'block': '11916519', 'id': '0xf7ccccebf5c9150efddac67701d2e4a7ab0ec4bc07c1dfc7e7f205b03ee54205-279', 'value': '3.120716055338599122688795644'}",{'hourlyRate': '0.999936897156383129379323704'},1614126172,3.1207160553385993,0.9999368971563831,0,{'value': '1548.84399949'},{'value': '1561.48692541'},31826589.89762354621307805829533,50,1.019999999999999999972831879,103736.27360052483831935,1548.84399949
205,11916836,21531093.83844084,21823680.23923652,0.002060974734990675,3.2078056719660677,"{'block': '11916795', 'id': '0xf3a39facbfebfae6fa1de1ecf850ea2cb89bd314e65179b2e323080df7b93800-249', 'value': '3.120522630080572985755285724'}",{'hourlyRate': '0.999936897156383129379323704'},1614129501,3.120522630080573,0.9999368971563831,0,{'value': '1561.48692541'},{'value': '1556.45074998'},31826589.89762354621307805829533,50,1.019999999999999999972831879,103787.27360052483831935,1561.48692541
206,11917015,22447341.83844084,22739984.305992626,0.0020535688035347344,3.1962787043971685,"{'block': '11916795', 'id': '0xf3a39facbfebfae6fa1de1ecf850ea2cb89bd314e65179b2e323080df7b93800-249', 'value': '3.120522630080572985755285724'}",{'hourlyRate': '0.999936897156383129379323704'},1614132053,3.120522630080573,0.9999368971563831,0,{'value': '1561.48692541'},{'value': '1556.45074998'},31826589.89762354621307805829533,50,1.019999999999999999972831879,105866.23360052483831935,1561.48692541
207,11917308,25220124.951182425,25512821.381587822,0.0020134862957120014,3.2658177098862127,"{'block': '11917296', 'id': '0xedc1acc9564034fbc0772a1b8f995c5eba8a974f20520f2a63803446f86d4b2e-70', 'value': '3.120104404610278577790864612'}",{'hourlyRate': '0.999833154432008567195609537'},1614135779,3.1201044046102786,0.9998331544320086,0,{'value': '1556.45074998'},{'value': '1621.97166022'},31826589.89762354621307805829533,50,1.019999999999999999972831879,117413.93360052483831935,1556.45074998
208,11917657,25271594.470182426,25564355.535447776,0.00199452339308991,3.2634591210076414,"{'block': '11917638', 'id': '0x323c13098ca49285ff3b1db831d9c9c7b324a8d9b2644b6d17abf34c96c97c0d-191', 'value': '3.11949143592830386244280937'}",{'hourlyRate': '0.999833154432008567195609537'},1614140015,3.1194914359283037,0.9998331544320086,0,{'value': '1621.97166022'},{'value': '1636.21'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,117807.781349390330785763,1621.97166022
209,11917857,25475589.970296737,25768386.597221896,0.0019875506429388448,3.2520502374829667,"{'block': '11917638', 'id': '0x323c13098ca49285ff3b1db831d9c9c7b324a8d9b2644b6d17abf34c96c97c0d-191', 'value': '3.11949143592830386244280937'}",{'hourlyRate': '0.999833154432008567195609537'},1614142806,3.1194914359283037,0.9998331544320086,0,{'value': '1621.97166022'},{'value': '1636.21'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,117919.781349390330785763,1621.97166022
210,11918185,25514489.970296737,25807367.288702816,0.001993171106158844,3.283171377775909,"{'block': '11918163', 'id': '0x69af58a6e9046837212bd1787d9c9ffbab2b52108e16919b03ef8b35cab8577c-144', 'value': '3.118459826683165974559297241'}",{'hourlyRate': '0.999833154432008567195609537'},1614147294,3.118459826683166,0.9998331544320086,0,{'value': '1647.21'},{'value': '1647.21'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,118020.394349390330785763,1647.21
211,11918398,25516322.970296737,25809247.46458926,0.001992492758455119,3.248154797799926,"{'block': '11918373', 'id': '0xaa58f5088c17a628fddd879dff32686a04a61c042be39affeed1c8a2ede2ab7f-171', 'value': '3.118026525360263946506564592'}",{'hourlyRate': '0.999852727382791924685004766'},1614150307,3.118026525360264,0.999852727382792,0,{'value': '1647.21'},{'value': '1630.19653849'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,118034.394349390330785763,1647.21
212,11918656,25796272.970296737,26089258.031231925,0.002003800951224993,3.2965252558848968,"{'block': '11918417', 'id': '0x738ac5041a416391d4baa19e93a2a118595f407c001df37ec512146cb49ce2ed-218', 'value': '3.117949221971638059693318311'}",{'hourlyRate': '0.999852727382791924685004766'},1614154162,3.1179492219716383,0.999852727382792,0,{'value': '1647.21'},{'value': '1645.13608693'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,119260.394349390330785763,1647.21
213,11918909,26138872.970296737,26431917.14830404,0.0019837480524984383,3.263535508542289,"{'block': '11918659', 'id': '0x3a4ed734ea98938398355e30281afae76d6c216fc13d0e98cdc6d5f6af14672b-196', 'value': '3.117489523257518567200543379'}",{'hourlyRate': '0.999852727382791924685004766'},1614157547,3.1174895232575186,0.999852727382792,0,{'value': '1630.19653849'},{'value': '1645.13608693'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,120295.394349390330785763,1630.19653849
214,11919155,26230707.89380598,26523811.81979874,0.001970029049784808,3.3185831622471342,"{'block': '11918930', 'id': '0xf92daa1b2e38ffc62ece6421d3d8dab2b3d990e5fe69a63f4caa1731816ae02d-39', 'value': '3.117027979457918029867625921'}",{'hourlyRate': '0.999852727382791924685004766'},1614160807,3.117027979457918,0.999852727382792,0,{'value': '1645.13608693'},{'value': '1684.53514054'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,120576.194349390330785763,1645.13608693
215,11919458,26533964.545973454,26826967.912824728,0.001953690510008199,3.2947313933195352,"{'block': '11919203', 'id': '0xcada838ca62a0f2c94bea6b397a50870f25600fcbbb36fb03762df265c16023b-255', 'value': '3.116572496739791547229320815'}",{'hourlyRate': '0.999852727382791924685004766'},1614165012,3.1165724967397916,0.999852727382792,0,{'value': '1684.53514054'},{'value': '1686.41418712'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,121777.994349390330785763,1684.53514054
216,11919732,26697903.650199894,26991130.37343384,0.001957481968456597,3.3011253626367894,"{'block': '11919704', 'id': '0xfd1529bf5e95c78fd7e7a5a172b6024d6bfaa7ec51f4daa8a596c34b4651b06d-100', 'value': '3.115581813592399514978891904'}",{'hourlyRate': '0.999796436186789495909605184'},1614168429,3.1155818135923994,0.9997964361867895,0,{'value': '1684.53514054'},{'value': '1686.41418712'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,122755.494349390330785763,1684.53514054
217,11920015,27058779.650199894,27352068.494734272,0.0019182020941079284,3.236297235881932,"{'block': '11919748', 'id': '0x614b2b417a9fa837ceae5965242da579d266889c6086aab296d303f352262ea9-48', 'value': '3.115477334628923795640548742'}",{'hourlyRate': '0.999796436186789495909605184'},1614172161,3.115477334628924,0.9997964361867895,0,{'value': '1686.41418712'},{'value': '1687.15134126'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,122900.494349390330785763,1686.41418712
218,11920249,27158779.650199894,27452119.57781401,0.0019237999097998307,3.181409711086464,"{'block': '11920026', 'id': '0xfff02084cdb52a617f4cb9063021bbf039a86731e1089985191bd02d7cfed705-162', 'value': '3.114830101235545511485279498'}",{'hourlyRate': '0.999796436186789495909605184'},1614175261,3.1148301012355457,0.9997964361867895,0,{'value': '1686.41418712'},{'value': '1653.71133187'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,123602.294349390330785763,1686.41418712
219,11920625,28352596.7799669,28646004.088009663,0.0019314660774077095,3.1296207052484557,"{'block': '11920578', 'id': '0x5ec5bb753dbca65c05b9235f746fab7205e4c88e21db2a448421bdc8243eb653-76', 'value': '3.113576887330037490867339477'}",{'hourlyRate': '0.999796436186789495909605184'},1614180000,3.1135768873300376,0.9997964361867895,0,{'value': '1653.71133187'},{'value': '1620.33428485'},32861566.82602419856524212468782738,50,1.019999999999999999972831879,127136.594349390330785763,1653.71133187
220,11920819,30698049.81456663,30991515.760962658,0.0019571426586199705,3.1712253501044176,"{'block': '11920625', 'id': '0xe9ac7ec26966bcd7005954d4ac9e4a27d0f616c1567e60ee314a4b8d49c2c606-232', 'value': '3.113469482398426698820769217'}",{'hourlyRate': '0.999887849315338098890174317'},1614182985,3.113469482398427,0.9998878493153381,0,{'value': '1638.7860617'},{'value': '1620.33428485'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,145284.414349390330785763,1638.7860617
221,11921053,30769051.81456663,31062596.154419612,0.001953414267253628,3.2351961816924564,"{'block': '11920819', 'id': '0xded02ce430851a07f23d4b56d9f8d7d1b237809687cbfd14cb869221ee0b9b8c-149', 'value': '3.113179953086896346276591395'}",{'hourlyRate': '0.999887849315338098890174317'},1614186147,3.113179953086896,0.9998878493153381,0,{'value': '1638.7860617'},{'value': '1656.17515748'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,145272.414349390330785763,1638.7860617
222,11921377,31300737.94237701,31594360.287606258,0.0019380380160626848,3.1919512265972005,"{'block': '11921349', 'id': '0xd3a03aef10bf42313b21951b33f6e9a7cf12adb92b9a484d73188aa13b1015e7-65', 'value': '3.112480441127358234499771581'}",{'hourlyRate': '0.999887849315338098890174317'},1614190527,3.1124804411273583,0.9998878493153381,0,{'value': '1656.17515748'},{'value': '1647.00134886'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,148130.914349390330785763,1656.17515748
223,11921736,31295365.179104894,31589055.334662214,0.001939867079685434,3.1488329560073796,"{'block': '11921635', 'id': '0x66a59897b77da4e79ebac1ffd1b1047bf6856cf5f350f745fee02c74cb844fd1-206', 'value': '3.112131083442204538021936852'}",{'hourlyRate': '0.999887849315338098890174317'},1614195215,3.1121310834422045,0.9998878493153381,0,{'value': '1647.00134886'},{'value': '1623.22098714'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,148231.904349390330785763,1647.00134886
224,11921885,31285203.812465195,31578930.466508087,0.001954275323722548,3.1722207201162576,"{'block': '11921736', 'id': '0x497151c8aa3bdb766063f2c77f6feb5bf26f28905bbba1ee9734e781ac47c680-206', 'value': '3.111993988476384880225995221'}",{'hourlyRate': '0.999918768354391417896920845'},1614197270,3.1119939884763848,0.9999187683543914,0,{'value': '1647.00134886'},{'value': '1623.22098714'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,148214.904349390330785763,1647.00134886
225,11922131,32261205.171621013,32555031.217646293,0.001961673738735497,3.121095410823803,"{'block': '11921897', 'id': '0x34eaf7fcb10a95de08339f7bd028cca4feae8818ba66936fbf348f4ea2481e9b-139', 'value': '3.11183943157668422551894444'}",{'hourlyRate': '0.999918768354391417896920845'},1614200611,3.1118394315766844,0.9999187683543914,0,{'value': '1656.42215332'},{'value': '1591.03695441'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,152705.904349390330785763,1656.42215332
226,11922399,31290574.165171016,31584459.95489025,0.0019796979917694277,3.120726269202261,"{'block': '11922160', 'id': '0x3bfa23ed9756b295e63bca834dbfcee8ab5359be98827e774331b7a05c49b446-127', 'value': '3.111588617724958994964740892'}",{'hourlyRate': '0.999918768354391417896920845'},1614204360,3.111588617724959,0.9999187683543914,0,{'value': '1623.22098714'},{'value': '1576.36482038'},39969533.03091682974353548928213537,50,1.019999999999999999972831879,148637.134349390330785763,1623.22098714
227,11922733,31290121.163572095,31585012.594604697,0.00198126652834929,3.1530509689402817,"{'block': '11922708', 'id': '0x0631d9cc2bf476c2ae12f85966c2a2ef644f98fdde8b2402c0eb8ec021e9f567-283', 'value': '3.111082417305282793369171628'}",{'hourlyRate': '0.999918768354391417896920845'},1614208576,3.111082417305283,0.9999187683543914,0,{'value': '1576.36482038'},{'value': '1591.43200767'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,148746.665321614133349648,1576.36482038
228,11922969,33411985.724408805,33706949.66162339,0.001970827077796508,3.1850508148718633,"{'block': '11922844', 'id': '0x000017723226c7c5fc8b48435b4741caebc419b38892dd1c99920422e5f28ab7-280', 'value': '3.110957248959307245967440274'}",{'hourlyRate': '0.999931296147893515966142381'},1614211512,3.1109572489593074,0.9999312961478936,0,{'value': '1576.36482038'},{'value': '1616.09856631'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,157477.065321614133349648,1576.36482038
229,11923245,33567785.724408805,33862818.598639615,0.0019718387759205236,3.249741815219818,"{'block': '11923234', 'id': '0x8ab56eb4ae5fd45944db863c2818d5528b2e95c1a9fa4c98d305ba4f4133ff69-218', 'value': '3.110671322682558822686867393'}",{'hourlyRate': '0.999931296147893515966142381'},1614214939,3.110671322682559,0.9999312961478936,0,{'value': '1591.43200767'},{'value': '1648.07683818'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,157815.365321614133349648,1591.43200767
230,11923592,33915668.724408805,34210785.581747554,0.0019425043125261211,3.208201272481891,"{'block': '11923573', 'id': '0xc118685aed57aae053e77e8ae936cb05e260fa665d8e15c5bd42e0a11bd54e21-212', 'value': '3.110412254374795723894326133'}",{'hourlyRate': '0.999931296147893515966142381'},1614219420,3.1104122543747956,0.9999312961478936,0,{'value': '1648.07683818'},{'value': '1651.58'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,159014.380321614133349648,1648.07683818
231,11923760,33954368.724408805,34249551.22919828,0.0019422793004957258,3.174690629030076,"{'block': '11923573', 'id': '0xc118685aed57aae053e77e8ae936cb05e260fa665d8e15c5bd42e0a11bd54e21-212', 'value': '3.110412254374795723894326133'}",{'hourlyRate': '0.999931296147893515966142381'},1614222031,3.1104122543747956,0.9999312961478936,0,{'value': '1648.07683818'},{'value': '1634.51807792'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,159396.1275844957941755,1648.07683818
232,11924038,34084097.84538154,34379362.778536975,0.0019537650998899276,3.154684457216254,"{'block': '11923974', 'id': '0x2415bb20aff13c28aa343fe65c3743643f4a6109395e4d680ee3b32be75c5d3c-167', 'value': '3.110066368895366200608667076'}",{'hourlyRate': '0.999964999724542190595628294'},1614225911,3.110066368895366,0.9999649997245422,0,{'value': '1651.58'},{'value': '1614.66926469'},39969533.03091682974353548928213537,51,1.019999999999999999972831879,159903.1775844957941755,1651.58
